101_1;102_1;0,318186064008894
101_1;103_1;0,278369733942274
101_1;104_1;0,171300588299228
101_1;105_1;0,189180230819004
101_1;106_1;0,278012989934035
101_1;107_1;0,257714732606552
101_1;108_1;0,0473167179465643
101_1;109_1;0,227929782964155
101_1;110_1;0,254473621618205
102_1;103_1;0,24839638390516
102_1;104_1;0,226849673668942
102_1;105_1;0,180600044544897
102_1;106_1;0,284034706082559
102_1;107_1;0,257637649564111
102_1;108_1;0,135187916211968
102_1;109_1;0,18745441523871
102_1;110_1;0,15875901421205
103_1;104_1;0,29556584439256
103_1;105_1;0,207081373191462
103_1;106_1;0,302472022597554
103_1;107_1;0,23857615079689
103_1;108_1;0,1651759438521
103_1;109_1;0,187647683490949
103_1;110_1;0,155886860655709
104_1;105_1;0,267227646236843
104_1;106_1;0,224318382639632
104_1;107_1;0,308168439417599
104_1;108_1;0,206534243108697
104_1;109_1;0,217042425220899
104_1;110_1;0,273180053617421
105_1;106_1;0,455594230737878
105_1;107_1;0,148882187402078
105_1;108_1;0,330492952771868
105_1;109_1;0,220832185412336
105_1;110_1;0,138012412769773
106_1;107_1;0,205788558971056
106_1;108_1;0,165424299143982
106_1;109_1;0,225123016551838
106_1;110_1;0,126711777044386
107_1;108_1;0,23345714599077
107_1;109_1;0,254487985792254
107_1;110_1;0,283870774182603
108_1;109_1;0,301850687944794
108_1;110_1;0,216007928179341
109_1;110_1;0,229439667562564
101_2;102_2;0,236578240536148
101_2;103_2;0,225860857901286
101_2;104_2;0,278243357121065
101_2;105_2;0,165432145400136
101_2;106_2;0,152708250234619
101_2;107_2;0,198633852162412
101_2;108_2;0,107692319585712
101_2;109_2;0,203791555765759
101_2;110_2;0,161674024508635
102_2;103_2;0,261548431994529
102_2;104_2;0,248340410212014
102_2;105_2;0,150506932998673
102_2;106_2;0,198824717094903
102_2;107_2;0,271118017175887
102_2;108_2;0,170900558012541
102_2;109_2;0,161224604808568
102_2;110_2;0,169844513489433
103_2;104_2;0,302376986780667
103_2;105_2;0,255120264995642
103_2;106_2;0,331756035790988
103_2;107_2;0,248532387520989
103_2;108_2;0,144777725834353
103_2;109_2;0,261717910885848
103_2;110_2;0,127435733916621
104_2;105_2;0,217435326258931
104_2;106_2;0,259423292506467
104_2;107_2;0,248439401118666
104_2;108_2;0,0882097622717535
104_2;109_2;0,35943234902673
104_2;110_2;0,33099488670932
105_2;106_2;0,223680848466727
105_2;107_2;0,223574239473911
105_2;108_2;0,18244480083931
105_2;109_2;0,331379338375168
105_2;110_2;0,248457640820277
106_2;107_2;0,302444230315885
106_2;108_2;0,126748588884162
106_2;109_2;0,224490612743874
106_2;110_2;0,198735297038086
107_2;108_2;0,116737244627838
107_2;109_2;0,27618831504248
107_2;110_2;0,227061008352394
108_2;109_2;0,198543292126363
108_2;110_2;0,158811905280141
109_2;110_2;0,397536806526479
101_3;102_3;0,248491271009858
101_3;103_3;0,198626352347134
101_3;104_3;0,289803006501955
101_3;105_3;0,0876644443585007
101_3;106_3;0,305491276469864
101_3;107_3;0,238319450942619
101_3;108_3;0,101298117715893
101_3;109_3;0,198928931744065
101_3;110_3;0,141887152899567
102_3;103_3;0,175316536179211
102_3;104_3;0,19899952777552
102_3;105_3;0,124079626630302
102_3;106_3;0,165559024828679
102_3;107_3;0,215987301707138
102_3;108_3;0,116809455614784
102_3;109_3;0,169699620181814
102_3;110_3;0,1077644721913
103_3;104_3;0,302488881003374
103_3;105_3;0,227422265599499
103_3;106_3;0,271190075938575
103_3;107_3;0,206991331796335
103_3;108_3;0,124192844245079
103_3;109_3;0,209145035769073
103_3;110_3;0,0961495526291259
104_3;105_3;0,191159749093182
104_3;106_3;0,30256460695581
104_3;107_3;0,259277901615016
104_3;108_3;0,126779927736823
104_3;109_3;0,255771425769212
104_3;110_3;0,150537430456165
105_3;106_3;0,321632432948934
105_3;107_3;0,265062740370678
105_3;108_3;0,230969959390261
105_3;109_3;0,240887761404065
105_3;110_3;0,165539421513085
106_3;107_3;0,361503507906982
106_3;108_3;0,119201544350172
106_3;109_3;0,26861435628896
106_3;110_3;0,140072511110604
107_3;108_3;0,182998187051393
107_3;109_3;0,288623607934615
107_3;110_3;0,205099939483307
108_3;109_3;0,141868167666533
108_3;110_3;0,126885962992599
109_3;110_3;0,20718804849527
