101_1;102_1;0,000808317104924243
101_1;103_1;0,00200232125821311
101_1;104_1;0,000537530005280546
101_1;105_1;0,000418815419152589
101_1;106_1;0,00360388882812382
101_1;107_1;0,00257866560567762
101_1;109_1;0,00167876667877346
102_1;103_1;0,00772695379367054
102_1;104_1;0,000657977771832584
102_1;105_1;0,0021178490901407
102_1;106_1;0,000260524518100218
102_1;107_1;0,000439913747009677
102_1;108_1;0,000383844545025239
102_1;109_1;0,00182730621361144
103_1;104_1;0,00276632786328349
103_1;105_1;0,00075417762520109
103_1;106_1;0,00161203879312614
103_1;107_1;0,000580264956870204
103_1;108_1;0,00165682145297732
103_1;109_1;0,0010491971346118
104_1;105_1;0,00383595428286291
104_1;106_1;0,00175545259566261
104_1;107_1;0,00453369235499578
104_1;108_1;0,000889897729226389
104_1;109_1;0,000448124747035708
105_1;106_1;0,00199157225863058
105_1;107_1;0,00106364035881362
105_1;108_1;0,00194616866577957
105_1;109_1;0,00338339899195116
106_1;107_1;0,00346380297499135
106_1;108_1;0,00269036456649513
106_1;109_1;0,000319726667140082
107_1;108_1;0,000256352284664106
107_1;109_1;0,000110366217935958
108_1;109_1;0,000934839340506301
101_2;102_2;0,00317809877410796
101_2;103_2;0,000822206480173435
101_2;104_2;0,00616882243798894
101_2;105_2;0,00023645954046871
101_2;106_2;0,00141296870920494
101_2;107_2;0,0010624201624882
101_2;108_2;0,00029925607341578
101_2;109_2;0,000321372574387407
102_2;103_2;0,00232512600767895
102_2;104_2;0,000415240198256457
102_2;105_2;0,000630452127283708
102_2;106_2;0,00244681156905925
102_2;107_2;0,000300355581697775
102_2;108_2;0,00379682259219473
102_2;109_2;0,0015136136476736
103_2;105_2;0,00814463029755936
103_2;106_2;0,000509683363103167
103_2;107_2;0,000741781674209828
103_2;108_2;0,000389273376561838
103_2;109_2;0,000213581683795553
104_2;105_2;0,00494103085805523
104_2;106_2;0,000709087474251315
104_2;107_2;0,00515474036432913
104_2;108_2;0,000214876006037765
104_2;109_2;0,00553997144741297
105_2;106_2;0,00072471912995175
105_2;107_2;0,00241328805290369
105_2;108_2;0,00093185740330205
105_2;109_2;0,00408676291845188
106_2;107_2;0,0037273086417598
106_2;108_2;0,00445762677840009
106_2;109_2;0,00556079258177609
107_2;108_2;0,00282654737508205
107_2;109_2;0,00314710014751507
108_2;109_2;0,000268621530302513
101_3;102_3;0,000581371284870326
101_3;104_3;0,000940576082348986
101_3;105_3;0,00105066763631852
101_3;108_3;0,00116256971258394
101_3;109_3;0,00147471261728172
102_3;103_3;0,0080515504029996
102_3;104_3;0,000925026957351976
102_3;105_3;0,00500733812634999
102_3;106_3;0,00364965598340569
102_3;107_3;0,00222164464766635
102_3;108_3;0,00881968673749308
102_3;109_3;0,0044588543856686
102_3;110_3;0,000193669028234627
103_3;104_3;0,00142252768467291
103_3;105_3;0,00227825561771362
103_3;106_3;0,00424212954281482
103_3;107_3;0,00699091680355533
103_3;108_3;0,00201421963538309
103_3;109_3;0,000791501572266777
104_3;105_3;0,00120081369264741
104_3;106_3;0,00172692560622664
104_3;107_3;0,000576490063312867
104_3;108_3;0,00150725882761862
104_3;109_3;0,00296248795251192
104_3;110_3;0,000338777366842033
105_3;106_3;0,00131033429845171
105_3;107_3;0,0010657082924692
105_3;108_3;0,000526225898879004
105_3;109_3;0,00185781739397398
105_3;110_3;0,00046930806908133
106_3;107_3;0,00894541639597142
106_3;108_3;0,00484731094596051
106_3;109_3;0,00183937247246222
