101_1;101_3;0
101_1;101_7;0
101_1;101_8;0
101_2;101_3;0
101_2;101_8;0
101_3;101_4;0
101_3;101_5;0
101_3;101_6;0
101_3;101_7;0
101_3;101_8;0
101_5;101_6;0
101_5;101_8;0
101_6;101_8;0
101_7;101_8;0
102_1;102_3;0
102_1;102_4;0
102_1;102_5;0
102_1;102_6;0
102_1;102_8;0
102_2;102_8;0
102_3;102_4;0
102_3;102_7;0
102_4;102_7;0
102_6;102_8;0
102_7;102_8;0
103_1;103_2;0
103_2;103_3;0
103_2;103_4;0
103_2;103_5;0
103_2;103_6;0
103_2;103_7;0
103_2;103_8;0
103_4;103_6;0
104_2;104_3;0
104_2;104_6;0
104_2;104_8;0
104_4;104_8;0
105_1;105_2;0
105_1;105_4;0
105_1;105_5;0
105_1;105_6;0
105_1;105_7;0
105_2;105_6;0
105_3;105_4;0
105_3;105_6;0
105_3;105_7;0
105_5;105_6;0
105_6;105_7;0
105_6;105_8;0
106_1;106_2;0
106_1;106_3;0
106_2;106_3;0
106_2;106_6;0
106_2;106_7;0
106_3;106_4;0
106_3;106_7;0
106_3;106_8;0
106_4;106_7;0
107_1;107_7;0
107_1;107_8;0
107_2;107_4;0
107_2;107_7;0
107_2;107_8;0
107_4;107_8;0
107_6;107_7;0
107_7;107_8;0
108_1;108_3;0
108_2;108_3;0
108_2;108_8;0
108_3;108_8;0
108_5;108_8;0
108_7;108_8;0
109_1;109_3;0
109_1;109_4;0
109_1;109_5;0
109_2;109_3;0
109_2;109_4;0
109_2;109_6;0
109_2;109_7;0
109_2;109_8;0
109_4;109_5;0
109_4;109_7;0
109_4;109_8;0
109_5;109_8;0
109_6;109_8;0
109_7;109_8;0
110_1;110_3;0
110_1;110_4;0
110_1;110_5;0
110_1;110_7;0
110_2;110_3;0
110_2;110_7;0
110_3;110_4;0
110_3;110_8;0
110_4;110_6;0
110_4;110_7;0
110_4;110_8;0
